index,valid_pixel_rate,noise_1px,noise_2px,noise_5px
000003,0.8456591639871383,0.4640377009836823,0.9232996819513506,2.3089333400902494
000018,0.8455223370048573,0.46219634446923913,0.9223379839037327,2.307519127764507
000043,0.8456591639871383,0.4658844674571589,0.9206834440155376,2.313078080761596
000060,0.8444277211466101,0.45996560150237,0.9206842217708836,2.2878353381777963
000075,0.8436751727440651,0.46309273588803435,0.9247341131379082,2.2988926837516077
000091,0.8452828897858657,0.45840452121368575,0.9241698944169334,2.279747543945855
000109,0.8429966968866399,0.46094863151696963,0.9175561930106106,2.307891962640163
000123,0.8455223370048573,0.4635091185722331,0.9214514187292716,2.2877183590221013
000142,0.8456591639871383,0.46050815898226916,0.9242712581916587,2.3118486659482462
000158,0.8455565437504275,0.46543504151059173,0.9268773529812444,2.2985396167086747
000177,0.8453855100225764,0.46085571513038903,0.925522679929149,2.2986981985532564
000202,0.8456591639871383,0.46027794419032036,0.9231071055616732,2.3104930184375836
000220,0.8456591639871383,0.4631493095092803,0.9210517662188615,2.2988476059968224
000241,0.8432988985427926,0.46155394927057125,0.9248886933093072,2.290153035251299
000259,0.8451612903225807,0.46207807549590363,0.9237641859129799,2.296716413225346
000282,0.8456591639871383,0.4628413228247202,0.9200626777336866,2.3092140882256893
000299,0.8456591639871383,0.4596778855665775,0.9125695747658172,2.310595336582665
000322,0.845317096531436,0.46412730986830913,0.9214731436691299,2.301329836452483
000344,0.8456591639871383,0.46264003117766866,0.9215031991508359,2.29952350941362
000374,0.8455565437504275,0.46251014893455433,0.9187927208653002,2.2814459748037836
000410,0.8449408223301635,0.46098185845032386,0.9214690872683203,2.2891658406185433
000426,0.8429568310870904,0.4615892149123528,0.923653590682935,2.308502779661511
000444,0.8456591639871383,0.461074445211621,0.9247274721045309,2.296299560083263
000465,0.8430318363904702,0.4583090515687276,0.9201155019035323,2.3062821747380053
000488,0.8456591639871383,0.4630922355189595,0.9265407026683445,2.2975323059632102
000514,0.8453513032770062,0.46120038215775216,0.9153650539693842,2.284483020472633
000532,0.8429966968866399,0.4585460583254615,0.9207419730046458,2.3123306293358636
000550,0.8453513032770062,0.4623249161340271,0.9215984626211429,2.3002572780762174
000574,0.8450092358213039,0.4605114833648591,0.9176770885340041,2.2893068319495486
000586,0.8430936580693713,0.4586814195020254,0.9181199243971147,2.294068112117131
000603,0.8431372549019608,0.4617886367196769,0.9213009066550688,2.3033305860953033
000623,0.8456591639871383,0.4600550391064067,0.9262453978354261,2.294142909493053
000643,0.8452144762947253,0.4610638849994343,0.9269706683852409,2.2925890735556904
000663,0.8456591639871383,0.461201013491921,0.9238801761026812,2.3011113802170717
000678,0.8349866593692276,0.4567870782692926,0.9135445147199287,2.2715594309673137
000695,0.8429615573828098,0.45993604193712534,0.9171321874969678,2.3135809180169975
000713,0.8453513032770062,0.46434129788152917,0.9245887756241128,2.2857939561468337
000733,0.8338578367654101,0.45731805511119256,0.9087191148963487,2.2683322686690977
000755,0.8456591639871383,0.46034723858039667,0.9207544527533078,2.311501616868947
000776,0.845624957241568,0.4623131186389957,0.9291859338077975,2.292247781439453
000789,0.8431372549019608,0.4600569262296782,0.9257052911664576,2.3304839549448957
000815,0.8456591639871383,0.4576843240839895,0.926230915391378,2.3008196633028017
000829,0.8456591639871383,0.46311923827126256,0.9167372865483437,2.305069092345545
000846,0.8436067592529247,0.456860950651847,0.9068222907901535,2.2472820259525266
000865,0.8421700759389752,0.45985674545162586,0.9263638875007929,2.3113294917135105
000886,0.8452144762947253,0.4627910130926431,0.9206769647760401,2.295259056898629
000901,0.8456591639871383,0.4625298948653586,0.9187485456816775,2.298119481941719
000919,0.845624957241568,0.46400506723384793,0.9155301171317698,2.3009860511681723
000937,0.8456591639871383,0.4620078992705312,0.9169599934944627,2.320419930880201
000959,0.8456591639871383,0.4645481722727672,0.9244258309141874,2.3064096417021327
000982,0.8437777929807758,0.4578458090474811,0.9220308534187258,2.310243957906282
000998,0.8456591639871383,0.4599657839103633,0.9229414579741371,2.321214682636063
001023,0.8202777587740302,0.4556208838755314,0.9004017888386185,2.2492510325981088
001038,0.8456591639871383,0.46238678218439144,0.9240595418153313,2.2931654753738946
001057,0.8431372549019608,0.4588115581321604,0.9268554139120201,2.3020645560378363
001080,0.8454197167681466,0.46090449066409866,0.9197870262052756,2.2883476787009536
001100,0.8456591639871383,0.4614591228795665,0.9222803045586406,2.3041662719248457
001124,0.8431372549019608,0.4639112060460452,0.9196489746253146,2.3004505154283534
001159,0.845624957241568,0.4607389970077398,0.9190278871658706,2.3012769518822282
001174,0.8429966968866399,0.46068017411427964,0.9184666463796695,2.308055737553483
001201,0.845453923513717,0.4631485742711379,0.9193936833827736,2.3000056340142745
001219,0.8456591639871383,0.45949666646907866,0.93227973296659,2.2873762087858944
001248,0.8456591639871383,0.46132016760329364,0.9228412206885258,2.304202909830487
001280,0.8456591639871383,0.45955072068446845,0.9201771149315316,2.2943537997497536
001300,0.8431372549019608,0.46014425451043656,0.9227241428645421,2.2949848704660543
001319,0.8455223370048573,0.46345029616088596,0.9273843020916428,2.3085332926258357
001335,0.8456591639871383,0.4634453686053718,0.9227809257184449,2.3132462709834165
001358,0.8431372549019608,0.4605498838228911,0.9194383831919924,2.2946440508779267
001371,0.8456591639871383,0.4631595050650977,0.9311998628272943,2.3153149056914257
001396,0.8456591639871383,0.46332472143651066,0.9274012970550797,2.3096163604273174
001409,0.8453513032770062,0.45882950837770875,0.9272894529437234,2.3081232488788164
001428,0.8431372549019608,0.4634591943684639,0.9271308259642074,2.2950275896525625
001452,0.8452144762947253,0.45860673563073506,0.9170391913029192,2.272132963101606
001465,0.8456591639871383,0.45809960141536255,0.9161418490824466,2.317237366988199
001482,0.8428200041048095,0.45746971106486306,0.9204511810258555,2.2721192854048615
001498,0.8455565437504275,0.46018403643799816,0.9193101723755107,2.289904441687137
001515,0.8335499760552781,0.4571048988271607,0.9092656560468049,2.255492318036883
001539,0.845624957241568,0.46556166525005954,0.9174607793077274,2.277162570932314
001556,0.8456591639871383,0.459435473872889,0.9256686653231464,2.2920599530962598
001575,0.8438804132174865,0.459320177401975,0.9192170440209945,2.2983538845684346
001604,0.8306081959362386,0.4570192080710852,0.9116817937910531,2.2656731173228617
001623,0.8456591639871383,0.4604547387044993,0.9208953964751664,2.2915917204471636
001641,0.8455223370048573,0.4616755097777591,0.9239484748870478,2.3079009344204255
001657,0.8456591639871383,0.45919150175206613,0.9266068041448215,2.3014117417288276
001676,0.8456591639871383,0.4584055072990034,0.9261737267332579,2.3021944229265805
001691,0.8455223370048573,0.46133980205349917,0.9276655274738836,2.300488333448237
001720,0.8446671683656017,0.46170393036463797,0.9272284542158673,2.2706359673528875
001737,0.8456591639871383,0.4627497023355585,0.9185430345820338,2.2977091036315285
001757,0.8455565437504275,0.4632835052725747,0.9255590052810303,2.3033468902604635
001775,0.8451612903225807,0.4574994471535247,0.9181685307035669,2.2885621869354336
001793,0.8456591639871383,0.4599926697433908,0.9233114902789736,2.297755402524758
001812,0.8430252445782308,0.4583332737174525,0.9207039674491154,2.2984535318698907
001833,0.8368680303755901,0.45685675613243465,0.9175280203401007,2.299114571800543
001847,0.8456591639871383,0.4575793965988405,0.9203249071502906,2.301068649148856
001873,0.845624957241568,0.46307622198030335,0.9174822493240522,2.3050724113686436
001896,0.8193883833892044,0.4513852184181175,0.8998817837885249,2.2260273977496703
001912,0.8431372549019608,0.46316363346881023,0.9195520157592362,2.292608783049731
001935,0.8449750290757337,0.4621703854842543,0.9280237511195988,2.302032985120041
001955,0.8455907504959979,0.46128905859930447,0.9238953474450227,2.289794581886649
001970,0.8430318363904702,0.46232261463424834,0.926283570025754,2.305257366028771
